Month,Year,Area,Temp_max,Temp_mean,Temp_min,Precipitation,Sunshine
3,2008,Sapporo,3.3,7,-0.2,32,162.2
4,2008,Sapporo,9.4,14.7,4.9,6,192.4
5,2008,Sapporo,12.4,17.4,8.6,65.5,185.4
6,2008,Sapporo,17,22,13.2,40,193.8
7,2008,Sapporo,21.4,25.7,18.6,63.5,146.7
8,2008,Sapporo,21.2,25.4,18,56,188.1
9,2008,Sapporo,19.2,24.2,14.9,30.5,202.9
10,2008,Sapporo,12.9,16.9,9,99.5,161.1
11,2008,Sapporo,4.6,8.6,0.5,86,125.2
12,2008,Sapporo,0.8,4,-2.7,142,86.3
1,2009,Sapporo,-1.3,1.7,-4.5,103,85.9
2,2009,Sapporo,-2.2,0.8,-5.6,143,68
3,2009,Sapporo,1.5,5,-2,79,113.5
4,2009,Sapporo,7.7,12.7,3.3,58,224.4
5,2009,Sapporo,13.9,19.2,9.4,42.5,255.7
6,2009,Sapporo,17.5,21.7,14.3,50,133.1
7,2009,Sapporo,19.7,23.1,17,187.5,82.6
8,2009,Sapporo,21.5,25.3,18.6,63,156.3
9,2009,Sapporo,17.8,22.2,13.8,35.5,183
10,2009,Sapporo,12.5,16.7,8.5,125,127
11,2009,Sapporo,5.1,8.3,2.2,154,75.7
12,2009,Sapporo,-0.7,2.2,-3.6,106.5,99.2
1,2010,Sapporo,-2,0.7,-4.9,112,82.8
2,2010,Sapporo,-3.2,-0.3,-6.3,59.5,92.6
3,2010,Sapporo,-0.1,3.1,-3.5,79.5,114.5
4,2010,Sapporo,5.5,9.3,2.4,67.5,124.3
5,2010,Sapporo,12.2,16.8,8.6,44.5,186.7
6,2010,Sapporo,19.2,24.6,15.3,73,222.7
7,2010,Sapporo,22.1,25.8,19.6,143.5,73.9
8,2010,Sapporo,24.8,29.1,21.3,213.5,158.4
9,2010,Sapporo,20,24.2,16.2,92,181.3
10,2010,Sapporo,12.2,16.4,8.3,130.5,144.4
11,2010,Sapporo,5.9,9.4,2.6,194.5,89.5
12,2010,Sapporo,0.6,3.4,-2.2,115,55.8
1,2011,Sapporo,-3.8,-1.2,-6.7,120,115.5
2,2011,Sapporo,-1.1,2.4,-4.5,69.5,140.8
3,2011,Sapporo,0.7,4.1,-2.8,60.5,159.7
4,2011,Sapporo,6.9,11.3,2.8,69.5,164.6
5,2011,Sapporo,11.1,15.4,7.6,56.5,158.6
6,2011,Sapporo,17.3,22,13.6,43,164.6
7,2011,Sapporo,21.8,26,18.7,129,170.2
8,2011,Sapporo,23.6,27.9,19.9,109,214.4
9,2011,Sapporo,19.2,23.3,15.6,257.5,127.4
10,2011,Sapporo,12.1,16.6,7.6,146,129.9
11,2011,Sapporo,6,9.6,2.2,86,116.5
12,2011,Sapporo,-2,0.8,-5,107,91.4
1,2012,Sapporo,-4.5,-1.6,-7.6,71.5,131.5
2,2012,Sapporo,-4.4,-1.3,-7.8,57,133.8
3,2012,Sapporo,0.1,3.4,-3.1,44.5,143.6
4,2012,Sapporo,7,11.5,3.4,34.5,166.2
5,2012,Sapporo,13,17.7,9.8,83.5,207.2
6,2012,Sapporo,17.1,22.1,13.5,51.5,215.6
7,2012,Sapporo,21.8,26.4,18.2,81.5,205.6
8,2012,Sapporo,23.4,27.2,20.4,121,146.7
9,2012,Sapporo,22.4,26.5,19,191,166.2
10,2012,Sapporo,13,17,9,115,153.2
11,2012,Sapporo,5.5,8.2,3,219,79.5
12,2012,Sapporo,-2.3,0.4,-5.4,209,70.5
1,2013,Sapporo,-4.7,-2,-8,101.5,111.2
2,2013,Sapporo,-4,-0.9,-7.8,117,111.1
3,2013,Sapporo,0,3.4,-3.5,108,116.1
4,2013,Sapporo,6.3,9.8,3.2,115,128.1
5,2013,Sapporo,11.3,15.7,7.9,61.5,142.1
6,2013,Sapporo,17.6,23,13.9,62,233.2
7,2013,Sapporo,22.5,27.1,19.1,54.5,215.4
8,2013,Sapporo,23.1,27.1,20.3,183.5,142
9,2013,Sapporo,18.8,22.9,15,173,149.6
10,2013,Sapporo,12.9,16.8,8.9,131,125.2
11,2013,Sapporo,6.3,10.1,2.6,116,98.7
12,2013,Sapporo,0.8,3.2,-1.6,124,75.2
1,2014,Sapporo,-4.1,-1,-7.4,111.5,87.8
2,2014,Sapporo,-3.5,-0.3,-7,89,118.8
3,2014,Sapporo,0.5,3.7,-2.5,64,155.5
4,2014,Sapporo,7.3,12.7,2.5,24,257.8
5,2014,Sapporo,14,19.7,9.6,60,207.7
6,2014,Sapporo,18.7,23.3,15.6,99,182.4
7,2014,Sapporo,22.5,27,19.1,76.5,214.3
8,2014,Sapporo,22.4,26.6,19,217.5,178.9
9,2014,Sapporo,18.1,22.8,14.1,146,188.8
10,2014,Sapporo,11.3,15.7,7,124,145.4
11,2014,Sapporo,6.1,10.2,2,64,109
12,2014,Sapporo,-1.3,1.7,-4.3,128,66.3
1,2015,Sapporo,-1.5,1.2,-4.6,143.5,102.5
2,2015,Sapporo,-0.8,1.9,-3.6,59.5,95.4
3,2015,Sapporo,3.8,7.3,0.7,125.5,144
4,2015,Sapporo,8.7,13.7,4.6,90,220.4
5,2015,Sapporo,14.2,19.6,9.7,37,263.2
6,2015,Sapporo,16.7,21,13.5,66.5,151.4
7,2015,Sapporo,21.3,26,18,64,175
8,2015,Sapporo,22.4,26.4,19.4,131.5,158.6
9,2015,Sapporo,18.4,22.5,14.9,198,151.8
10,2015,Sapporo,10.8,15.2,6.7,98,150.9
11,2015,Sapporo,5.4,8.6,2.2,137,108.2
12,2015,Sapporo,0.8,3.7,-2.2,124,91.6
1,2016,Sapporo,-3.5,-1.3,-5.9,74,88.2
2,2016,Sapporo,-2.3,0.7,-5.5,109.5,99.3
3,2016,Sapporo,2.1,5.8,-1.8,60.5,164.1
4,2016,Sapporo,7.8,12.4,4.2,58.5,174.9
5,2016,Sapporo,14.9,20.3,10.6,40.5,229.5
6,2016,Sapporo,16.3,20.3,13.4,112.5,157.7
7,2016,Sapporo,20.7,25,17.6,118.5,211.1
8,2016,Sapporo,23.9,28.3,20.4,279,225.3
9,2016,Sapporo,19.4,23.6,15.8,107,155
10,2016,Sapporo,10.6,14.6,6.9,78,145
11,2016,Sapporo,2.1,5.4,-0.8,115.5,89.6
12,2016,Sapporo,-1,2.1,-4.3,206.5,78.8
1,2017,Sapporo,-3.9,-1.1,-7,72.5,77.2
2,2017,Sapporo,-2,1,-5.3,57.5,87
3,2017,Sapporo,1.4,4.5,-1.5,75.5,184.1
4,2017,Sapporo,7.7,12.3,3.4,65.5,193.2
5,2017,Sapporo,14.4,19.7,10.2,57.5,212.4
6,2017,Sapporo,16,20.7,12.1,168.5,165.8
7,2017,Sapporo,22.9,27.7,19.3,75.5,200.8
8,2017,Sapporo,21.7,25.8,18.5,78.5,184.4
9,2017,Sapporo,17.7,22.5,13.7,187,183.3
10,2017,Sapporo,11.3,15.4,7.2,114,152.9
11,2017,Sapporo,4.3,7.7,0.6,129,94
12,2017,Sapporo,-2,0.8,-5,77,84.8
1,2018,Sapporo,-2.6,0,-5.5,99.5,88.4
2,2018,Sapporo,-4.2,-1,-7.6,43,115.3
3,2018,Sapporo,2.4,6.1,-1.5,115.5,159.1
4,2018,Sapporo,8.2,13,4.1,36.5,184.1
5,2018,Sapporo,13.4,18.3,9.3,66,205.4
6,2018,Sapporo,16.6,21.1,13,141.5,160.1
7,2018,Sapporo,21.4,25.7,18.2,155.5,177.4
8,2018,Sapporo,21.2,25,18.3,228.5,123.4
9,2018,Sapporo,18.9,23.1,14.9,49.5,184.4
10,2018,Sapporo,13,17.7,9.1,187,161.4
11,2018,Sapporo,6.4,9.6,3.2,73,106.8
12,2018,Sapporo,-1,1.4,-4,86.5,75.8
1,2019,Sapporo,-3,-0.2,-5.9,86,102.5
2,2019,Sapporo,-2.6,0.3,-5.7,32.5,114.1
3,2019,Sapporo,2.5,6.1,-0.9,39,157.3
4,2019,Sapporo,8,13.3,3.5,30.5,223.4
5,2019,Sapporo,15.7,21.8,10.8,29.5,270.8
6,2019,Sapporo,17.4,22.4,13.8,71,193.1
7,2019,Sapporo,21.7,26.1,18.7,31.5,185.1
8,2019,Sapporo,22.5,26.5,19.7,144.5,164.6
9,2019,Sapporo,19.3,24,15.4,108.5,208.5
10,2019,Sapporo,13.3,17.5,8.9,97,158.6
11,2019,Sapporo,3.9,7.7,0.5,82,121.5
12,2019,Sapporo,-0.8,2.6,-4.2,62,88.2
1,1960,Sendai,0.5,5,-3.1,45.6,134.3
2,1960,Sendai,2.8,8.7,-1.6,17.4,166.6
3,1960,Sendai,5,10.6,0.8,60.2,194.3
4,1960,Sendai,9.1,14.7,4.5,97.1,218.6
5,1960,Sendai,14.7,19.7,10.9,108.4,155.3
6,1960,Sendai,18.5,22.9,15.1,73.9,162.2
7,1960,Sendai,22.8,27.3,19.4,75.6,147.9
8,1960,Sendai,24.7,29.7,21.3,84.9,185.8
9,1960,Sendai,20.8,26.1,17,132.7,131.3
10,1960,Sendai,14.1,19.5,9.9,216.9,145.3
11,1960,Sendai,9.6,14.6,6,65.6,103.9
12,1960,Sendai,3.4,8.1,-0.2,53.7,130
1,1961,Sendai,-0.3,4.4,-4,57.5,120.8
2,1961,Sendai,0.9,5.8,-2.9,45.4,131.5
3,1961,Sendai,4.3,10.5,-0.6,37.2,184.6
4,1961,Sendai,11.2,17.2,6,105,198.4
5,1961,Sendai,16.5,22.3,11.7,64.1,196.3
6,1961,Sendai,19.3,24,15.3,205.3,160.2
7,1961,Sendai,24.4,29.3,21.2,91.7,147.2
8,1961,Sendai,24,28.7,20.8,142.5,137
9,1961,Sendai,22.3,27.1,18.7,128,167.7
10,1961,Sendai,15.2,19.6,11.7,234.2,98.3
11,1961,Sendai,9.6,14.9,5.4,86.2,145.4
12,1961,Sendai,3.7,8.8,-0.1,50.9,140.8
1,1962,Sendai,1.6,6,-2,109.5,156
2,1962,Sendai,1.8,7.4,-2.3,26.7,190.5
3,1962,Sendai,4,9.2,-0.2,37.3,185.4
4,1962,Sendai,10.4,16.6,5.3,98.7,221
5,1962,Sendai,15.4,20.8,10.6,98.4,221.4
6,1962,Sendai,18.3,23,14.5,114.8,156.2
7,1962,Sendai,22.2,26.3,19.6,147.5,116.3
8,1962,Sendai,25.2,30.4,21.3,165.1,205.8
9,1962,Sendai,20.9,25.6,17.7,105.7,125.4
10,1962,Sendai,13.6,19.4,9.3,84.8,144.3
11,1962,Sendai,8.6,13.9,4.7,39.7,144.1
12,1962,Sendai,4.3,9.4,0.1,64.1,137
1,1963,Sendai,0.3,5.3,-3.5,31.4,165.4
2,1963,Sendai,1.5,7,-2.7,40.2,191.7
3,1963,Sendai,4.4,9.9,-0.2,109.1,199.3
4,1963,Sendai,10.8,16.8,6,59.6,207.8
5,1963,Sendai,15,20.2,10.9,33.5,184.1
6,1963,Sendai,18.2,22.7,15.1,142.8,92.2
7,1963,Sendai,21.8,25.5,19.3,156.2,106.4
8,1963,Sendai,23.9,27.6,21.3,138.8,122.3
9,1963,Sendai,19,23.7,15,48,150.8
10,1963,Sendai,13.7,18.2,10,152.2,135.2
11,1963,Sendai,9.1,14.4,4.7,119,163.9
12,1963,Sendai,5,9.4,1.3,22.8,124.5
1,1964,Sendai,1.8,5.9,-1.6,99.5,117
2,1964,Sendai,0.3,4,-2.9,55.3,145.1
3,1964,Sendai,4,8.6,0,53.4,190.1
4,1964,Sendai,10.8,15.9,6.3,51.2,160.3
5,1964,Sendai,15.2,20,10.9,120.8,199
6,1964,Sendai,18.5,22.3,15.1,148.1,159.1
7,1964,Sendai,22.5,26.2,19.5,187.3,141.8
8,1964,Sendai,24.9,28.3,22.3,342.1,112.9
9,1964,Sendai,18.9,22.4,16,324.9,92.7
10,1964,Sendai,13.3,17.9,9.1,65.4,153.2
11,1964,Sendai,8.5,13.4,3.9,62.3,152.7
12,1964,Sendai,3.8,7.8,0.1,37,138.5
1,1965,Sendai,1.9,6.2,-1.8,84,160.1
2,1965,Sendai,0.9,5.4,-2.9,15.7,185.4
3,1965,Sendai,3,7.9,-1.1,23.5,202.7
4,1965,Sendai,8,13.2,2.9,41.7,216.5
5,1965,Sendai,14.4,19.6,9.8,197.1,193.5
6,1965,Sendai,18.4,22.9,14.9,123.9,172.8
7,1965,Sendai,20.9,24.7,17.9,218.4,99.7
8,1965,Sendai,24.3,28.6,20.7,105.2,200.9
9,1965,Sendai,20.3,24.6,16.3,97.1,131.5
10,1965,Sendai,14,19.5,9.2,38.8,173.4
11,1965,Sendai,8.8,14,4.1,64.7,142.2
12,1965,Sendai,3.8,8.2,-0.2,87.3,106.1
1,1966,Sendai,0.9,5,-3,31.3,146.7
2,1966,Sendai,2.8,8,-2,78.5,141.2
3,1966,Sendai,5.7,10.3,1.2,141.1,169.9
4,1966,Sendai,10.1,15,5.3,118.6,174.5
5,1966,Sendai,15,20.4,9.5,113.6,223.3
6,1966,Sendai,17,20.5,13.8,252.6,124
7,1966,Sendai,21.6,25.3,18.3,132.3,118.8
8,1966,Sendai,24,27.9,21,50.2,167.9
9,1966,Sendai,20,24.1,16.6,311.2,119.5
10,1966,Sendai,15.9,20.6,11.9,85.6,164.7
11,1966,Sendai,9,14.4,3.8,16.4,162.7
12,1966,Sendai,1.6,6.4,-2.6,29.7,144.2
1,1967,Sendai,-0.1,4.4,-4.1,65.3,151.6
2,1967,Sendai,0.8,5.8,-3.5,11.2,165.4
3,1967,Sendai,5.3,10.9,-0.3,58.6,210.2
4,1967,Sendai,10.7,15.3,6.1,98.6,197.5
5,1967,Sendai,16.3,21.3,11.3,67.2,270.6
6,1967,Sendai,20.1,24.7,15.8,165.6,230.3
7,1967,Sendai,23.8,27.3,21,184.4,130.3
8,1967,Sendai,24.9,29.1,21.4,88.8,167.4
9,1967,Sendai,19.5,23,16.4,210.6,90.1
10,1967,Sendai,14.2,18.7,10.1,130,130.3
11,1967,Sendai,8.1,12.6,3.8,41.7,129.3
12,1967,Sendai,2.6,7.4,-0.9,34.6,117.5
1,1968,Sendai,1.1,5.7,-2.6,6.5,168.5
2,1968,Sendai,-0.1,4.6,-4.1,25.5,184
3,1968,Sendai,5.7,10.5,1,42.5,202.9
4,1968,Sendai,9.8,14.3,5.7,78.5,168.1
5,1968,Sendai,13.5,17.4,9.8,171.5,158.9
6,1968,Sendai,18.5,22.1,15.3,125,162.3
7,1968,Sendai,22.5,25.8,19.8,97.5,148.1
8,1968,Sendai,23.5,27.1,20.7,242,117.8
9,1968,Sendai,19.7,23.7,16.4,86.5,142.4
10,1968,Sendai,13.1,17.6,9,145.5,125.5
11,1968,Sendai,9.8,15.4,4.7,12.5,183.6
12,1968,Sendai,6.2,10.3,2.5,167.5,135.8
1,1969,Sendai,0.9,5.4,-3.1,35,147.6
2,1969,Sendai,0.9,5,-2.9,68.5,127.8
3,1969,Sendai,3.3,8,-1.1,76.5,214.2
4,1969,Sendai,10.5,15.6,5.6,53.5,198.6
5,1969,Sendai,15.6,20.6,10.4,109.5,263.7
6,1969,Sendai,18.9,23.2,15.1,123,186.5
7,1969,Sendai,21.3,24.7,18.8,152.5,127.9
8,1969,Sendai,23.8,28.1,20.6,154.5,175.6
9,1969,Sendai,20.2,24.6,16.2,36.5,176.2
10,1969,Sendai,13.9,18.9,9.1,155.5,189.6
11,1969,Sendai,8.7,13.6,4.4,61,144
12,1969,Sendai,2.2,6.9,-2,10,188.1
1,1970,Sendai,0.4,4.7,-3.7,51,177.7
2,1970,Sendai,1.6,5.5,-2.5,32.5,178.9
3,1970,Sendai,1,5.5,-3.1,34.5,236.7
4,1970,Sendai,9.4,14.7,4.5,46,212.8
5,1970,Sendai,16,20.5,11.7,152,260
6,1970,Sendai,18.8,22.9,15.6,64.5,179.1
7,1970,Sendai,22.7,26.8,19.3,70.5,182.2
8,1970,Sendai,23.6,27.4,20.8,88,163.6
9,1970,Sendai,20.4,24.7,16.9,104,151.3
10,1970,Sendai,14.3,19.1,9.7,72.5,166.5
11,1970,Sendai,8.2,13,3.9,126,146.7
12,1970,Sendai,2.7,6.8,-1.7,6,161.5
1,1971,Sendai,1.7,5.6,-2.2,35,184.7
2,1971,Sendai,1.5,5.6,-2.5,51,178.9
3,1971,Sendai,4,8.7,-0.4,55.5,223.2
4,1971,Sendai,9.5,14.9,4.1,100.5,234.7
5,1971,Sendai,14.3,19.1,9.8,106,194.2
6,1971,Sendai,18.1,21.9,15,50,135.1
7,1971,Sendai,23.1,27.4,20.1,207,169.3
8,1971,Sendai,23.1,27.1,20.1,229.5,181.1
9,1971,Sendai,18,21.3,15.5,264,83.4
10,1971,Sendai,13.1,17.3,9.3,126.5,148
11,1971,Sendai,8.7,13.5,3.9,7,178.2
12,1971,Sendai,3.8,8.2,-0.6,25,168.8
1,1972,Sendai,2.6,6.7,-0.8,115,148.9
2,1972,Sendai,1.5,5.4,-1.9,139.5,160.2
3,1972,Sendai,5.4,10.4,0.8,59.5,218.2
4,1972,Sendai,10.4,15.1,5.7,89,211.6
5,1972,Sendai,15.3,19.8,10.6,184,209.7
6,1972,Sendai,18.7,22.9,14.7,69.5,199.5
7,1972,Sendai,22.6,26,19.8,155,130
8,1972,Sendai,24.1,28.3,20.9,189.5,199.8
9,1972,Sendai,19.9,23.8,16.2,245,155.5
10,1972,Sendai,15.4,20,10.7,35.5,195.8
11,1972,Sendai,8.8,13,4.7,144,159.9
12,1972,Sendai,4.9,8.9,1.1,79.5,162.3
1,1973,Sendai,2.9,7.1,-0.7,68.5,162
2,1973,Sendai,3.2,7.8,-0.9,10,164
3,1973,Sendai,3.2,7.5,-0.9,38.5,212.4
4,1973,Sendai,11.3,16.6,6.8,77,210.4
5,1973,Sendai,14.8,19.7,9.9,50,246.3
6,1973,Sendai,16.7,20.2,13.8,65.5,106.4
7,1973,Sendai,22.8,27.6,19.2,27,210.4
8,1973,Sendai,26.4,31.3,22.7,49,222.6
9,1973,Sendai,20.4,24.3,16.9,285.5,153.1
10,1973,Sendai,14.1,18.3,9.8,95,169.5
11,1973,Sendai,7.9,12.4,3.5,35,166.1
12,1973,Sendai,2.6,6.9,-1.4,12.5,187
1,1974,Sendai,0.8,4.5,-2.7,25,202.8
2,1974,Sendai,0.8,4.3,-2.5,59.5,151.9
3,1974,Sendai,2.6,6.6,-0.9,68,175.5
4,1974,Sendai,9.7,14.9,5.1,100.5,226
5,1974,Sendai,15.1,20.2,10.3,77,254.1
6,1974,Sendai,17.9,21.6,15.3,216,124.8
7,1974,Sendai,20.3,23.4,18.1,205.5,69.2
8,1974,Sendai,23.9,28,21,78.5,161.4
9,1974,Sendai,19.4,23.2,16,363,128.6
10,1974,Sendai,14.3,18.6,10.3,57,150.6
11,1974,Sendai,7.1,11.6,2.7,56,158.3
12,1974,Sendai,1.8,5.2,-1.3,19.5,151.1
1,1975,Sendai,0.8,4.5,-2.7,51,170.6
2,1975,Sendai,0.8,4.4,-2.8,68.5,158.9
3,1975,Sendai,4.2,8.3,0.3,142.5,205.3
4,1975,Sendai,10.7,15,6.8,36,186.7
5,1975,Sendai,14.7,19.2,10.9,51,215.5
6,1975,Sendai,18.3,21.6,15.8,97.5,100.9
7,1975,Sendai,22.6,26.6,19.5,87,162.1
8,1975,Sendai,24.9,29.5,21.1,65,267.2
9,1975,Sendai,21.8,26,18.3,97.5,176.5
10,1975,Sendai,14.6,18.2,11,85.5,132.1
11,1975,Sendai,9.9,14,5.8,243,144.4
12,1975,Sendai,3.4,7.3,-0.5,12,163
1,1976,Sendai,1.2,5.3,-2.7,5,179.2
2,1976,Sendai,2.3,6.4,-1.8,91,161.2
3,1976,Sendai,4.7,9.3,0.2,14,207.2
4,1976,Sendai,9.5,14.7,4.8,51,202.8
5,1976,Sendai,15.2,19.9,10.6,55.5,227.3
6,1976,Sendai,18.1,21.4,15.4,142.5,102.5
7,1976,Sendai,20.8,24.8,17.6,95.5,188.6
8,1976,Sendai,21.5,24.9,18.4,380.5,117.7
9,1976,Sendai,19.1,22.6,16,400,133
10,1976,Sendai,14.5,18.9,10.6,180,176
11,1976,Sendai,7.5,11.9,2.8,61.5,180.6
12,1976,Sendai,2.8,6.5,-1,68,172.6
1,1977,Sendai,-1.5,1.9,-5.3,9.5,186.5
2,1977,Sendai,1,5.1,-3.3,12,186.6
3,1977,Sendai,4.9,9.6,0.7,102,187.2
4,1977,Sendai,9.6,14.6,5.2,126,222.7
5,1977,Sendai,13.7,17.9,10,151,209.7
6,1977,Sendai,17.6,20.7,14.9,146.5,118.8
7,1977,Sendai,22.8,26.8,20,77.5,173.6
8,1977,Sendai,22.7,26.1,20.2,169,118.9
9,1977,Sendai,21.1,25.2,17.4,165.5,156
10,1977,Sendai,15.6,20.7,11,42.5,212
11,1977,Sendai,10.7,15.1,6.6,104.5,156.2
12,1977,Sendai,4.7,8.6,0.8,48,155.9
1,1978,Sendai,1.1,4.4,-2.2,24,159
2,1978,Sendai,-0.9,2.4,-3.8,24.5,163.2
3,1978,Sendai,4,8.6,-0.1,110.5,217.3
4,1978,Sendai,9,13.6,4.3,102,211.1
5,1978,Sendai,14.6,19.8,10.5,75,221.4
6,1978,Sendai,20.2,24.5,16.8,159.5,198.8
7,1978,Sendai,25,28.9,21.8,28,226.7
8,1978,Sendai,25.6,29.8,22,111.5,246.4
9,1978,Sendai,19.5,23.3,16.1,109.5,123.1
10,1978,Sendai,13.6,18.2,9.2,70,179.1
11,1978,Sendai,8.8,13.4,4.6,43,157.4
12,1978,Sendai,5.4,10,0.9,5.5,169.8
1,1979,Sendai,2.7,7.3,-1.5,67.5,172.8
2,1979,Sendai,4.1,8.1,0.4,128.5,147.3
3,1979,Sendai,4.9,9.8,0.7,41.5,224.9
4,1979,Sendai,9.3,13.8,5.1,114.5,198.8
5,1979,Sendai,14.9,19.3,10.5,149,236.3
6,1979,Sendai,21.4,25.1,18.1,77,167.6
7,1979,Sendai,22,25.4,19,226,166.2
8,1979,Sendai,24.9,28.9,21.6,147,217.4
9,1979,Sendai,20.6,24.8,16.9,162,146.4
10,1979,Sendai,16.5,20.9,12.4,168.5,152.9
11,1979,Sendai,10.5,14.4,6.5,130.5,134.7
12,1979,Sendai,5.7,10,1.6,11,164.1
1,1980,Sendai,1.4,5.3,-2.1,28,152
2,1980,Sendai,-0.2,3.5,-3.5,30,172.5
3,1980,Sendai,3.8,8.4,-0.4,129,213.2
4,1980,Sendai,9.2,13.8,4.5,82,200.8
5,1980,Sendai,15.6,20.5,11,130.5,244.9
6,1980,Sendai,20.1,23.9,16.9,90,187.9
7,1980,Sendai,19.9,23.1,17.4,444.5,91.4
8,1980,Sendai,20.1,22.9,17.9,332.5,86.6
9,1980,Sendai,19.6,23.4,16.4,54.5,123.5
10,1980,Sendai,14.3,18.7,10.4,161.5,169
11,1980,Sendai,9.6,14.3,5.1,26.5,159
12,1980,Sendai,3.6,7,0.5,129,128.1
1,1981,Sendai,0,3.4,-3.3,25.5,183.5
2,1981,Sendai,1.4,5,-1.8,26,151
3,1981,Sendai,4,8.5,0.1,44,232.9
4,1981,Sendai,10,14.9,5.3,115.5,225.1
5,1981,Sendai,13.3,17.6,9.3,150,206.6
6,1981,Sendai,15.5,18.8,13.1,240,85.6
7,1981,Sendai,23,26.8,20.2,56,169.7
8,1981,Sendai,23.3,27.4,20.3,109.5,186.3
9,1981,Sendai,18.5,22.7,14.8,177.5,171.5
10,1981,Sendai,14.2,18.4,10,108.5,174.8
11,1981,Sendai,6.5,10.7,2.4,48,140.2
12,1981,Sendai,4.1,8.3,0.2,21,183.1
1,1982,Sendai,1.1,5.1,-2.4,30.5,176.9
2,1982,Sendai,0.9,4.9,-3,12.5,183.7
3,1982,Sendai,5.1,9.5,0.6,78,211.1
4,1982,Sendai,9.6,13.7,5.8,175.5,199.8
5,1982,Sendai,16.3,21.2,12.1,184.5,224.2
6,1982,Sendai,18,22,14.4,115,190
7,1982,Sendai,20.3,23.6,17.9,121,149.1
8,1982,Sendai,23.7,26.7,21.4,106,111
9,1982,Sendai,19.7,23.2,16.4,227.5,127.5
10,1982,Sendai,15.1,19.8,10.4,85.5,215.4
11,1982,Sendai,10.1,13.9,6.2,59,137.3
12,1982,Sendai,5.6,9.6,1.7,13.5,156.6
1,1983,Sendai,2.2,5.7,-1.4,8,180.3
2,1983,Sendai,0.6,4.1,-2.7,70.5,170.1
3,1983,Sendai,4.3,8.4,0.6,129,203.7
4,1983,Sendai,12.4,17,7.7,81,197.7
5,1983,Sendai,15.3,20.3,11,107.5,255.7
6,1983,Sendai,16.4,19.9,13.7,137.5,154.8
7,1983,Sendai,19.9,23.3,17.3,299,100
8,1983,Sendai,24,27.5,21.4,145,129.6
9,1983,Sendai,20.4,23.6,17.8,250,109
10,1983,Sendai,13.7,18.2,9.4,51,180
11,1983,Sendai,8.1,12.6,4,47.5,172.2
12,1983,Sendai,2.8,6.8,-0.9,3.5,178.1
1,1984,Sendai,-0.5,2.7,-3.6,21,173.8
2,1984,Sendai,-1,1.9,-4,56,197.5
3,1984,Sendai,1.5,5.3,-1.8,33,232.7
4,1984,Sendai,6.9,11.4,3.1,130,185.1
5,1984,Sendai,12.4,16.2,9.4,97.5,166.8
6,1984,Sendai,17.8,21.5,15.2,64,135.4
7,1984,Sendai,22.3,25.5,20.2,110,123.5
8,1984,Sendai,25.7,29.7,22.3,16.5,242.3
9,1984,Sendai,19.9,24.1,16.3,138.5,176.4
10,1984,Sendai,13.5,18.2,9.5,98,175.7
11,1984,Sendai,8,12.6,3.4,31,175.4
12,1984,Sendai,3.1,6.7,-0.3,24,162.9
1,1985,Sendai,-1.1,2.6,-4.4,1.5,187.5
2,1985,Sendai,2.4,6.2,-0.7,102.5,174.5
3,1985,Sendai,3.7,7.6,0.2,68.5,165.3
4,1985,Sendai,9.9,13.8,6.4,115.5,159.5
5,1985,Sendai,15,19.8,10.4,79.5,240
6,1985,Sendai,17.4,20.5,14.4,218,140.2
7,1985,Sendai,23.3,27.3,20.1,157,195.9
8,1985,Sendai,26.2,30.5,23.1,55.5,256.1
9,1985,Sendai,20.2,23.8,17.2,201.5,153.4
10,1985,Sendai,14.4,18.5,10.1,79,167.6
11,1985,Sendai,9.2,13.4,5.5,96.5,144.7
12,1985,Sendai,3,7,-0.7,6,179.9
1,1986,Sendai,0.1,3.9,-3.5,11,169.6
2,1986,Sendai,-0.3,3.4,-3.8,20.5,147.9
3,1986,Sendai,3.8,7.9,0.3,82.5,165.3
4,1986,Sendai,9.4,13.6,5.2,69.5,167.3
5,1986,Sendai,14.5,19.2,10.5,145,208.5
6,1986,Sendai,17.4,21.5,14.1,125,147.3
7,1986,Sendai,20.1,23.4,17.4,192,104.3
8,1986,Sendai,23.6,27.2,21.1,422,137.4
9,1986,Sendai,21.1,25.3,17.6,64.5,150.6
10,1986,Sendai,13.1,17.3,9.1,99.5,118.5
11,1986,Sendai,7.8,12.1,3.4,35.5,142.7
12,1986,Sendai,5,8.6,1.3,25,149.1
1,1987,Sendai,1,4.6,-2.5,23,145.8
2,1987,Sendai,1.9,5.8,-2.2,30,144.8
3,1987,Sendai,4.5,9,0.7,74,172.5
4,1987,Sendai,9.3,14.5,4.5,8,245.7
5,1987,Sendai,14.9,19.9,10.5,100,213.2
6,1987,Sendai,18.8,23.1,15.2,69,204.3
7,1987,Sendai,23.1,26.9,20.1,150.5,118.6
8,1987,Sendai,23.3,26.9,20.8,164.5,114
9,1987,Sendai,20.3,23.7,17.5,141,116.3
10,1987,Sendai,15.3,19.7,11.2,21,163.1
11,1987,Sendai,9,13.1,4.6,40,144.5
12,1987,Sendai,4.8,9.2,0.7,16.5,148.2
1,1988,Sendai,2.5,6.6,-1.4,35.5,136.6
2,1988,Sendai,-0.1,3.7,-3.5,6.5,172.9
3,1988,Sendai,4.1,8.1,0.5,94,152.2
